year,state,state_po,state_fips,state_cen,state_ic,office,district,stage,special,candidate,party_detailed,writein,mode,candidatevotes,totalvotes,unofficial,version,party_simplified,partija_numeric,kandidato_aktyvumas,populiarumas_google,Populiacija_viso,Baltaodžiai,Juodaodžiai,Indėnai_Arba_Aliaskos_vietiniai,Azijiečiai,Havajiečiai,Dvi_arba_daugiau_rasiu,Ne_ispanakalbiai,Ispanakalbiai,Total Population,Populiacija_0_4,Populiacija_5_17,Populiacija_18_24,Populiacija_25_44,Populiacija_45_64,Populiacija_65_plus,Populiacija_under_18,Populiacija_18_54,Populiacija_55_plus,Vyru_populiacija,Moteru_populiacija,Gimimai,Mirtys,Išorinė_migracija,Vidinė_migracija,Pokytis,Bendras darbingumas,Darbas su darbo sutartimi,Kasyba,Statyba,Gamyba,Valstijos lygio valdžia,Vietinė valdžia,laimetojas
1978,ALASKA,AK,2,94,81,US SENATE,statewide,gen,False,DONALD HOBBS,DEMOCRAT,False,total,29574,122741,False,20210114,DEMOCRAT,0,0.2409463830341939,,547010.0,419403.0,22657.0,84832.0,20118.0,0.0,0.0,529864.0,17146.0,,47437.0,141045.0,65287.0,194428.0,155272.0,38868.0,188482.0,362559.0,91296.0,332704.0,309633.0,,,,,,105717.0,76373.0,1435.0,2615.0,2121.0,1905.0,6310.0,False
1978,ALASKA,AK,2,94,81,US SENATE,statewide,gen,False,,,True,total,384,122741,False,20210114,OTHER,3,0.003128538956013,,547010.0,419403.0,22657.0,84832.0,20118.0,0.0,0.0,529864.0,17146.0,,47437.0,141045.0,65287.0,194428.0,155272.0,38868.0,188482.0,362559.0,91296.0,332704.0,309633.0,,,,,,105717.0,76373.0,1435.0,2615.0,2121.0,1905.0,6310.0,False
1978,ALASKA,AK,2,94,81,US SENATE,statewide,gen,False,TED STEVENS,REPUBLICAN,False,total,92783,122741,False,20210114,REPUBLICAN,1,0.755925078009793,,547010.0,419403.0,22657.0,84832.0,20118.0,0.0,0.0,529864.0,17146.0,,47437.0,141045.0,65287.0,194428.0,155272.0,38868.0,188482.0,362559.0,91296.0,332704.0,309633.0,,,,,,105717.0,76373.0,1435.0,2615.0,2121.0,1905.0,6310.0,True
1980,ALASKA,AK,2,94,81,US SENATE,statewide,gen,False,CLARK S. GRUENING,DEMOCRAT,False,total,72007,156762,False,20210114,DEMOCRAT,0,0.4593396358811447,,547010.0,419403.0,22657.0,84832.0,20118.0,0.0,0.0,529864.0,17146.0,,47437.0,141045.0,65287.0,194428.0,155272.0,38868.0,188482.0,362559.0,91296.0,332704.0,309633.0,,,,,,104540.0,76895.0,1185.0,2624.0,2027.0,1422.0,3940.0,False
1980,ALASKA,AK,2,94,81,US SENATE,statewide,gen,False,,,True,total,596,156762,False,20210114,OTHER,3,0.0038019417971191,,547010.0,419403.0,22657.0,84832.0,20118.0,0.0,0.0,529864.0,17146.0,,47437.0,141045.0,65287.0,194428.0,155272.0,38868.0,188482.0,362559.0,91296.0,332704.0,309633.0,,,,,,104540.0,76895.0,1185.0,2624.0,2027.0,1422.0,3940.0,False
1980,ALASKA,AK,2,94,81,US SENATE,statewide,gen,False,FRANK H. MURKOWSKI,REPUBLICAN,False,total,84159,156762,False,20210114,REPUBLICAN,1,0.5368584223217361,,547010.0,419403.0,22657.0,84832.0,20118.0,0.0,0.0,529864.0,17146.0,,47437.0,141045.0,65287.0,194428.0,155272.0,38868.0,188482.0,362559.0,91296.0,332704.0,309633.0,,,,,,104540.0,76895.0,1185.0,2624.0,2027.0,1422.0,3940.0,True
1984,ALASKA,AK,2,94,81,US SENATE,statewide,gen,False,JOHN E. HAVELOCK,DEMOCRAT,False,total,58804,206438,False,20210114,DEMOCRAT,0,0.2848506573402183,,547010.0,419403.0,22657.0,84832.0,20118.0,0.0,0.0,529864.0,17146.0,,47437.0,141045.0,65287.0,194428.0,155272.0,38868.0,188482.0,362559.0,91296.0,332704.0,309633.0,,,,,,108041.0,78627.0,1142.0,2719.0,2008.0,6773.0,9494.0,False
1984,ALASKA,AK,2,94,81,US SENATE,statewide,gen,False,OTHER,,False,total,715,206438,False,20210114,OTHER,3,0.0034635096251659,,547010.0,419403.0,22657.0,84832.0,20118.0,0.0,0.0,529864.0,17146.0,,47437.0,141045.0,65287.0,194428.0,155272.0,38868.0,188482.0,362559.0,91296.0,332704.0,309633.0,,,,,,108041.0,78627.0,1142.0,2719.0,2008.0,6773.0,9494.0,False
1984,ALASKA,AK,2,94,81,US SENATE,statewide,gen,False,TED STEVENS,REPUBLICAN,False,total,146919,206438,False,20210114,REPUBLICAN,1,0.7116858330346157,,547010.0,419403.0,22657.0,84832.0,20118.0,0.0,0.0,529864.0,17146.0,,47437.0,141045.0,65287.0,194428.0,155272.0,38868.0,188482.0,362559.0,91296.0,332704.0,309633.0,,,,,,108041.0,78627.0,1142.0,2719.0,2008.0,6773.0,9494.0,True
1986,ALASKA,AK,2,94,81,US SENATE,statewide,gen,False,CHUCK HOUSE,LIBERTARIAN,False,total,3161,180801,False,20210114,LIBERTARIAN,2,0.0174833103799204,,547010.0,419403.0,22657.0,84832.0,20118.0,0.0,0.0,529864.0,17146.0,,47437.0,141045.0,65287.0,194428.0,155272.0,38868.0,188482.0,362559.0,91296.0,332704.0,309633.0,,,,,,109580.0,79514.0,1184.0,2620.0,1982.0,6859.0,9696.0,False
1986,ALASKA,AK,2,94,81,US SENATE,statewide,gen,False,,,True,total,239,180801,False,20210114,OTHER,3,0.0013218953434992,,547010.0,419403.0,22657.0,84832.0,20118.0,0.0,0.0,529864.0,17146.0,,47437.0,141045.0,65287.0,194428.0,155272.0,38868.0,188482.0,362559.0,91296.0,332704.0,309633.0,,,,,,109580.0,79514.0,1184.0,2620.0,1982.0,6859.0,9696.0,False
1986,ALASKA,AK,2,94,81,US SENATE,statewide,gen,False,FRANK H. MURKOWSKI,REPUBLICAN,False,total,97674,180801,False,20210114,REPUBLICAN,1,0.5402293128909685,,547010.0,419403.0,22657.0,84832.0,20118.0,0.0,0.0,529864.0,17146.0,,47437.0,141045.0,65287.0,194428.0,155272.0,38868.0,188482.0,362559.0,91296.0,332704.0,309633.0,,,,,,109580.0,79514.0,1184.0,2620.0,1982.0,6859.0,9696.0,True
1986,ALASKA,AK,2,94,81,US SENATE,statewide,gen,False,GLENN OLDS,DEMOCRAT,False,total,79727,180801,False,20210114,DEMOCRAT,0,0.4409654813856118,,547010.0,419403.0,22657.0,84832.0,20118.0,0.0,0.0,529864.0,17146.0,,47437.0,141045.0,65287.0,194428.0,155272.0,38868.0,188482.0,362559.0,91296.0,332704.0,309633.0,,,,,,109580.0,79514.0,1184.0,2620.0,1982.0,6859.0,9696.0,False
1990,ALASKA,AK,2,94,81,US SENATE,statewide,gen,False,MICHAEL BEASLEY,DEMOCRAT,False,total,61152,189957,False,20210114,DEMOCRAT,0,0.3219254884000063,,547010.0,419403.0,22657.0,84832.0,20118.0,0.0,0.0,529864.0,17146.0,,47437.0,141045.0,65287.0,194428.0,155272.0,38868.0,188482.0,362559.0,91296.0,332704.0,309633.0,6026.0,961.0,386.0,1079.0,138.0,59448.0,41544.0,1427.0,2524.0,1900.0,2029.0,6171.0,False
1990,ALASKA,AK,2,94,81,US SENATE,statewide,gen,False,TED STEVENS,REPUBLICAN,False,total,125806,189957,False,20210114,REPUBLICAN,1,0.6622867280489795,,547010.0,419403.0,22657.0,84832.0,20118.0,0.0,0.0,529864.0,17146.0,,47437.0,141045.0,65287.0,194428.0,155272.0,38868.0,188482.0,362559.0,91296.0,332704.0,309633.0,6026.0,961.0,386.0,1079.0,138.0,59448.0,41544.0,1427.0,2524.0,1900.0,2029.0,6171.0,True
1990,ALASKA,AK,2,94,81,US SENATE,statewide,gen,False,,,True,total,2999,189957,False,20210114,OTHER,3,0.0157877835510141,,547010.0,419403.0,22657.0,84832.0,20118.0,0.0,0.0,529864.0,17146.0,,47437.0,141045.0,65287.0,194428.0,155272.0,38868.0,188482.0,362559.0,91296.0,332704.0,309633.0,6026.0,961.0,386.0,1079.0,138.0,59448.0,41544.0,1427.0,2524.0,1900.0,2029.0,6171.0,False
1992,ALASKA,AK,2,94,81,US SENATE,statewide,gen,False,FRANK H. MURKOWSKI,REPUBLICAN,False,total,127163,239714,False,20210114,REPUBLICAN,1,0.5304779862669682,,582434.0,445422.0,24738.0,89783.0,22491.0,0.0,0.0,563889.0,18545.0,,47437.0,141045.0,65287.0,194428.0,155272.0,38868.0,188482.0,362559.0,91296.0,332704.0,309633.0,23381.0,4228.0,1631.0,9726.0,-519.0,59222.0,41721.0,1343.0,2415.0,1931.0,2096.0,6300.0,True
1992,ALASKA,AK,2,94,81,US SENATE,statewide,gen,False,TONY SMITH,DEMOCRAT,False,total,92065,239714,False,20210114,DEMOCRAT,0,0.384061840359762,,582434.0,445422.0,24738.0,89783.0,22491.0,0.0,0.0,563889.0,18545.0,,47437.0,141045.0,65287.0,194428.0,155272.0,38868.0,188482.0,362559.0,91296.0,332704.0,309633.0,23381.0,4228.0,1631.0,9726.0,-519.0,59222.0,41721.0,1343.0,2415.0,1931.0,2096.0,6300.0,False
1992,ALASKA,AK,2,94,81,US SENATE,statewide,gen,False,MARY JORDAN,GREEN,False,total,20019,239714,False,20210114,OTHER,3,0.083512018488699,,582434.0,445422.0,24738.0,89783.0,22491.0,0.0,0.0,563889.0,18545.0,,47437.0,141045.0,65287.0,194428.0,155272.0,38868.0,188482.0,362559.0,91296.0,332704.0,309633.0,23381.0,4228.0,1631.0,9726.0,-519.0,59222.0,41721.0,1343.0,2415.0,1931.0,2096.0,6300.0,False
1992,ALASKA,AK,2,94,81,US SENATE,statewide,gen,False,,,True,total,467,239714,False,20210114,OTHER,3,0.0019481548845707,,582434.0,445422.0,24738.0,89783.0,22491.0,0.0,0.0,563889.0,18545.0,,47437.0,141045.0,65287.0,194428.0,155272.0,38868.0,188482.0,362559.0,91296.0,332704.0,309633.0,23381.0,4228.0,1631.0,9726.0,-519.0,59222.0,41721.0,1343.0,2415.0,1931.0,2096.0,6300.0,False
1996,ALASKA,AK,2,94,81,US SENATE,statewide,gen,False,THERESA NANGLE OBERMEYER,DEMOCRAT,False,total,23977,231916,False,20210114,DEMOCRAT,0,0.1033865709998447,,601918.0,453815.0,24458.0,96717.0,26928.0,0.0,0.0,580937.0,20981.0,,47437.0,141045.0,65287.0,194428.0,155272.0,38868.0,188482.0,362559.0,91296.0,332704.0,309633.0,20041.0,5198.0,1948.0,-9564.0,-66.0,60715.0,43409.0,1363.0,2292.0,1883.0,2167.0,6410.0,False
1996,ALASKA,AK,2,94,81,US SENATE,statewide,gen,False,,,True,total,1009,231916,False,20210114,OTHER,3,0.0043507131892581,,601918.0,453815.0,24458.0,96717.0,26928.0,0.0,0.0,580937.0,20981.0,,47437.0,141045.0,65287.0,194428.0,155272.0,38868.0,188482.0,362559.0,91296.0,332704.0,309633.0,20041.0,5198.0,1948.0,-9564.0,-66.0,60715.0,43409.0,1363.0,2292.0,1883.0,2167.0,6410.0,False
1996,ALASKA,AK,2,94,81,US SENATE,statewide,gen,False,JED WHITTAKER,GREEN,False,total,29037,231916,False,20210114,OTHER,3,0.1252048155366598,,601918.0,453815.0,24458.0,96717.0,26928.0,0.0,0.0,580937.0,20981.0,,47437.0,141045.0,65287.0,194428.0,155272.0,38868.0,188482.0,362559.0,91296.0,332704.0,309633.0,20041.0,5198.0,1948.0,-9564.0,-66.0,60715.0,43409.0,1363.0,2292.0,1883.0,2167.0,6410.0,False
1996,ALASKA,AK,2,94,81,US SENATE,statewide,gen,False,TED STEVENS,REPUBLICAN,False,total,177893,231916,False,20210114,REPUBLICAN,1,0.7670579002742373,,601918.0,453815.0,24458.0,96717.0,26928.0,0.0,0.0,580937.0,20981.0,,47437.0,141045.0,65287.0,194428.0,155272.0,38868.0,188482.0,362559.0,91296.0,332704.0,309633.0,20041.0,5198.0,1948.0,-9564.0,-66.0,60715.0,43409.0,1363.0,2292.0,1883.0,2167.0,6410.0,True
1998,ALASKA,AK,2,94,81,US SENATE,statewide,gen,False,FRANK H. MURKOWSKI,REPUBLICAN,False,total,165227,221807,False,20210114,REPUBLICAN,1,0.7449133706330278,,613519.0,456817.0,26192.0,101335.0,29175.0,0.0,0.0,590775.0,22744.0,,47437.0,141045.0,65287.0,194428.0,155272.0,38868.0,188482.0,362559.0,91296.0,332704.0,309633.0,19557.0,5174.0,2116.0,-4404.0,-9.0,61354.0,44140.0,1609.0,2292.0,1815.0,2154.0,6557.0,True
1998,ALASKA,AK,2,94,81,US SENATE,statewide,gen,False,SCOTT A. KOHLHAAS,LIBERTARIAN,False,total,5046,221807,False,20210114,LIBERTARIAN,2,0.022749507454679,,613519.0,456817.0,26192.0,101335.0,29175.0,0.0,0.0,590775.0,22744.0,,47437.0,141045.0,65287.0,194428.0,155272.0,38868.0,188482.0,362559.0,91296.0,332704.0,309633.0,19557.0,5174.0,2116.0,-4404.0,-9.0,61354.0,44140.0,1609.0,2292.0,1815.0,2154.0,6557.0,False
1998,ALASKA,AK,2,94,81,US SENATE,statewide,gen,False,"JOSEPH A. ""JOE"" SONNEMAN",DEMOCRAT,False,total,43743,221807,False,20210114,DEMOCRAT,0,0.1972119906044444,,613519.0,456817.0,26192.0,101335.0,29175.0,0.0,0.0,590775.0,22744.0,,47437.0,141045.0,65287.0,194428.0,155272.0,38868.0,188482.0,362559.0,91296.0,332704.0,309633.0,19557.0,5174.0,2116.0,-4404.0,-9.0,61354.0,44140.0,1609.0,2292.0,1815.0,2154.0,6557.0,False
1998,ALASKA,AK,2,94,81,US SENATE,statewide,gen,False,JEFFREY GOTTLIEB,GREEN,False,total,7126,221807,False,20210114,OTHER,3,0.0321270293543486,,613519.0,456817.0,26192.0,101335.0,29175.0,0.0,0.0,590775.0,22744.0,,47437.0,141045.0,65287.0,194428.0,155272.0,38868.0,188482.0,362559.0,91296.0,332704.0,309633.0,19557.0,5174.0,2116.0,-4404.0,-9.0,61354.0,44140.0,1609.0,2292.0,1815.0,2154.0,6557.0,False
1998,ALASKA,AK,2,94,81,US SENATE,statewide,gen,False,,,True,total,665,221807,False,20210114,OTHER,3,0.0029981019535001,,613519.0,456817.0,26192.0,101335.0,29175.0,0.0,0.0,590775.0,22744.0,,47437.0,141045.0,65287.0,194428.0,155272.0,38868.0,188482.0,362559.0,91296.0,332704.0,309633.0,19557.0,5174.0,2116.0,-4404.0,-9.0,61354.0,44140.0,1609.0,2292.0,1815.0,2154.0,6557.0,False
2002,ALASKA,AK,2,94,81,US SENATE,statewide,gen,False,JIM DORE,ALASKAN INDEPENDENCE,False,total,6724,229548,False,20210114,OTHER,3,0.0292923484412846,,642337.0,452784.0,23838.0,99969.0,28482.0,4257.0,33007.0,612394.0,29943.0,642337.0,47437.0,141045.0,65287.0,194428.0,155272.0,38868.0,188482.0,362559.0,91296.0,332704.0,309633.0,19706.0,6176.0,348.0,3808.0,1064.0,63119.0,45198.0,1685.0,2425.0,1811.0,2156.0,6580.0,False
2002,ALASKA,AK,2,94,81,US SENATE,statewide,gen,False,TED STEVENS,REPUBLICAN,False,total,179438,229548,False,20210114,REPUBLICAN,1,0.7817014306376009,,642337.0,452784.0,23838.0,99969.0,28482.0,4257.0,33007.0,612394.0,29943.0,642337.0,47437.0,141045.0,65287.0,194428.0,155272.0,38868.0,188482.0,362559.0,91296.0,332704.0,309633.0,19706.0,6176.0,348.0,3808.0,1064.0,63119.0,45198.0,1685.0,2425.0,1811.0,2156.0,6580.0,True
2002,ALASKA,AK,2,94,81,US SENATE,statewide,gen,False,,,True,total,291,229548,False,20210114,OTHER,3,0.0012677087145172,,642337.0,452784.0,23838.0,99969.0,28482.0,4257.0,33007.0,612394.0,29943.0,642337.0,47437.0,141045.0,65287.0,194428.0,155272.0,38868.0,188482.0,362559.0,91296.0,332704.0,309633.0,19706.0,6176.0,348.0,3808.0,1064.0,63119.0,45198.0,1685.0,2425.0,1811.0,2156.0,6580.0,False
2002,ALASKA,AK,2,94,81,US SENATE,statewide,gen,False,LEONARD KARPINSKI,LIBERTARIAN,False,total,2354,229548,False,20210114,LIBERTARIAN,2,0.0102549357868506,,642337.0,452784.0,23838.0,99969.0,28482.0,4257.0,33007.0,612394.0,29943.0,642337.0,47437.0,141045.0,65287.0,194428.0,155272.0,38868.0,188482.0,362559.0,91296.0,332704.0,309633.0,19706.0,6176.0,348.0,3808.0,1064.0,63119.0,45198.0,1685.0,2425.0,1811.0,2156.0,6580.0,False
2002,ALASKA,AK,2,94,81,US SENATE,statewide,gen,False,JIM SYKES,GREEN,False,total,16608,229548,False,20210114,OTHER,3,0.0723508808615191,,642337.0,452784.0,23838.0,99969.0,28482.0,4257.0,33007.0,612394.0,29943.0,642337.0,47437.0,141045.0,65287.0,194428.0,155272.0,38868.0,188482.0,362559.0,91296.0,332704.0,309633.0,19706.0,6176.0,348.0,3808.0,1064.0,63119.0,45198.0,1685.0,2425.0,1811.0,2156.0,6580.0,False
2002,ALASKA,AK,2,94,81,US SENATE,statewide,gen,False,FRANK VONDERSAAR,DEMOCRAT,False,total,24133,229548,False,20210114,DEMOCRAT,0,0.1051326955582274,,642337.0,452784.0,23838.0,99969.0,28482.0,4257.0,33007.0,612394.0,29943.0,642337.0,47437.0,141045.0,65287.0,194428.0,155272.0,38868.0,188482.0,362559.0,91296.0,332704.0,309633.0,19706.0,6176.0,348.0,3808.0,1064.0,63119.0,45198.0,1685.0,2425.0,1811.0,2156.0,6580.0,False
2004,ALASKA,AK,2,94,81,US SENATE,statewide,gen,False,JIM SKYES,GREEN,False,total,3053,308315,False,20210114,OTHER,3,0.0099022104016995,0.0,659286.0,460845.0,23841.0,101835.0,31077.0,5073.0,36615.0,626407.0,32879.0,659286.0,48257.0,138078.0,71882.0,189864.0,169057.0,42148.0,186335.0,369815.0,103136.0,341479.0,317807.0,20600.0,6106.0,4668.0,1230.0,978.0,61712.0,44503.0,1469.0,2328.0,1859.0,2104.0,6561.0,False
2004,ALASKA,AK,2,94,81,US SENATE,statewide,gen,False,TONY KNOWLES,DEMOCRAT,False,total,140424,308315,False,20210114,DEMOCRAT,0,0.455456270372833,100.0,659286.0,460845.0,23841.0,101835.0,31077.0,5073.0,36615.0,626407.0,32879.0,659286.0,48257.0,138078.0,71882.0,189864.0,169057.0,42148.0,186335.0,369815.0,103136.0,341479.0,317807.0,20600.0,6106.0,4668.0,1230.0,978.0,61712.0,44503.0,1469.0,2328.0,1859.0,2104.0,6561.0,False
2004,ALASKA,AK,2,94,81,US SENATE,statewide,gen,False,LISA MURKOWSKI,REPUBLICAN,False,total,149773,308315,False,20210114,REPUBLICAN,1,0.4857791544362097,100.0,659286.0,460845.0,23841.0,101835.0,31077.0,5073.0,36615.0,626407.0,32879.0,659286.0,48257.0,138078.0,71882.0,189864.0,169057.0,42148.0,186335.0,369815.0,103136.0,341479.0,317807.0,20600.0,6106.0,4668.0,1230.0,978.0,61712.0,44503.0,1469.0,2328.0,1859.0,2104.0,6561.0,True
2004,ALASKA,AK,2,94,81,US SENATE,statewide,gen,False,,,True,total,423,308315,False,20210114,OTHER,3,0.0013719734686927,,659286.0,460845.0,23841.0,101835.0,31077.0,5073.0,36615.0,626407.0,32879.0,659286.0,48257.0,138078.0,71882.0,189864.0,169057.0,42148.0,186335.0,369815.0,103136.0,341479.0,317807.0,20600.0,6106.0,4668.0,1230.0,978.0,61712.0,44503.0,1469.0,2328.0,1859.0,2104.0,6561.0,False
2004,ALASKA,AK,2,94,81,US SENATE,statewide,gen,False,SCOTT A. KOHLHAAS,ALASKA LIBERTARIAN,False,total,1240,308315,False,20210114,OTHER,3,0.0040218607592883,0.0,659286.0,460845.0,23841.0,101835.0,31077.0,5073.0,36615.0,626407.0,32879.0,659286.0,48257.0,138078.0,71882.0,189864.0,169057.0,42148.0,186335.0,369815.0,103136.0,341479.0,317807.0,20600.0,6106.0,4668.0,1230.0,978.0,61712.0,44503.0,1469.0,2328.0,1859.0,2104.0,6561.0,False
2004,ALASKA,AK,2,94,81,US SENATE,statewide,gen,False,MARC J. MILLICAN,NONPARTISAN,False,total,8885,308315,False,20210114,OTHER,3,0.0288179297147397,0.0,659286.0,460845.0,23841.0,101835.0,31077.0,5073.0,36615.0,626407.0,32879.0,659286.0,48257.0,138078.0,71882.0,189864.0,169057.0,42148.0,186335.0,369815.0,103136.0,341479.0,317807.0,20600.0,6106.0,4668.0,1230.0,978.0,61712.0,44503.0,1469.0,2328.0,1859.0,2104.0,6561.0,False
2004,ALASKA,AK,2,94,81,US SENATE,statewide,gen,False,JERRY SANDERS,ALASKAN INDEPENDENCE,False,total,3785,308315,False,20210114,OTHER,3,0.0122764056241181,0.0,659286.0,460845.0,23841.0,101835.0,31077.0,5073.0,36615.0,626407.0,32879.0,659286.0,48257.0,138078.0,71882.0,189864.0,169057.0,42148.0,186335.0,369815.0,103136.0,341479.0,317807.0,20600.0,6106.0,4668.0,1230.0,978.0,61712.0,44503.0,1469.0,2328.0,1859.0,2104.0,6561.0,False
2004,ALASKA,AK,2,94,81,US SENATE,statewide,gen,False,"TED ""BIG"" GIANOUTSOS",NONPARTISAN,False,total,732,308315,False,20210114,OTHER,3,0.0023741952224186,0.0,659286.0,460845.0,23841.0,101835.0,31077.0,5073.0,36615.0,626407.0,32879.0,659286.0,48257.0,138078.0,71882.0,189864.0,169057.0,42148.0,186335.0,369815.0,103136.0,341479.0,317807.0,20600.0,6106.0,4668.0,1230.0,978.0,61712.0,44503.0,1469.0,2328.0,1859.0,2104.0,6561.0,False
2008,ALASKA,AK,2,94,81,US SENATE,statewide,gen,False,TED STEVENS,REPUBLICAN,False,total,147814,317723,False,20210114,REPUBLICAN,1,0.4652291461430239,318.0,687455.0,472582.0,23955.0,104406.0,35488.0,6589.0,44435.0,650199.0,37256.0,687455.0,51119.0,132005.0,75206.0,189673.0,189130.0,50322.0,183124.0,376042.0,128289.0,358043.0,329412.0,22726.0,6318.0,2394.0,-7378.0,232.0,61595.0,43728.0,1281.0,2227.0,1928.0,1552.0,4123.0,False
2008,ALASKA,AK,2,94,81,US SENATE,statewide,gen,False,,,True,total,1077,317723,False,20210114,OTHER,3,0.0033897451553711,,687455.0,472582.0,23955.0,104406.0,35488.0,6589.0,44435.0,650199.0,37256.0,687455.0,51119.0,132005.0,75206.0,189673.0,189130.0,50322.0,183124.0,376042.0,128289.0,358043.0,329412.0,22726.0,6318.0,2394.0,-7378.0,232.0,61595.0,43728.0,1281.0,2227.0,1928.0,1552.0,4123.0,False
2008,ALASKA,AK,2,94,81,US SENATE,statewide,gen,False,BOB BIRD,ALASKAN INDEPENDENCE,False,total,13197,317723,False,20210114,OTHER,3,0.0415361808871249,0.0,687455.0,472582.0,23955.0,104406.0,35488.0,6589.0,44435.0,650199.0,37256.0,687455.0,51119.0,132005.0,75206.0,189673.0,189130.0,50322.0,183124.0,376042.0,128289.0,358043.0,329412.0,22726.0,6318.0,2394.0,-7378.0,232.0,61595.0,43728.0,1281.0,2227.0,1928.0,1552.0,4123.0,False
2008,ALASKA,AK,2,94,81,US SENATE,statewide,gen,False,MARK BEGICH,DEMOCRAT,False,total,151767,317723,False,20210114,DEMOCRAT,0,0.4776708012954681,0.0,687455.0,472582.0,23955.0,104406.0,35488.0,6589.0,44435.0,650199.0,37256.0,687455.0,51119.0,132005.0,75206.0,189673.0,189130.0,50322.0,183124.0,376042.0,128289.0,358043.0,329412.0,22726.0,6318.0,2394.0,-7378.0,232.0,61595.0,43728.0,1281.0,2227.0,1928.0,1552.0,4123.0,True
2008,ALASKA,AK,2,94,81,US SENATE,statewide,gen,False,"FREDRICK D. ""DAVID"" HAASE",LIBERTARIAN,False,total,2483,317723,False,20210114,LIBERTARIAN,2,0.0078149834919096,0.0,687455.0,472582.0,23955.0,104406.0,35488.0,6589.0,44435.0,650199.0,37256.0,687455.0,51119.0,132005.0,75206.0,189673.0,189130.0,50322.0,183124.0,376042.0,128289.0,358043.0,329412.0,22726.0,6318.0,2394.0,-7378.0,232.0,61595.0,43728.0,1281.0,2227.0,1928.0,1552.0,4123.0,False
2008,ALASKA,AK,2,94,81,US SENATE,statewide,gen,False,TED GIANOUTSOS,NO PARTY AFFILIATION,False,total,1385,317723,False,20210114,OTHER,3,0.0043591430271022,0.0,687455.0,472582.0,23955.0,104406.0,35488.0,6589.0,44435.0,650199.0,37256.0,687455.0,51119.0,132005.0,75206.0,189673.0,189130.0,50322.0,183124.0,376042.0,128289.0,358043.0,329412.0,22726.0,6318.0,2394.0,-7378.0,232.0,61595.0,43728.0,1281.0,2227.0,1928.0,1552.0,4123.0,False
2010,ALASKA,AK,2,94,81,US SENATE,statewide,gen,False,TIM CARTER,NONAFFILIATED,False,total,927,255503,False,20210114,OTHER,3,0.0036281374386993,0.0,706443.0,485750.0,24632.0,99625.0,39265.0,7762.0,49409.0,666444.0,39999.0,696786.0,52879.0,129677.0,73517.0,193483.0,192876.0,54354.0,182556.0,375090.0,139140.0,362515.0,334324.0,5725.0,1786.0,960.0,2348.0,177.0,61421.0,43415.0,1159.0,2229.0,1838.0,1565.0,4091.0,False
2010,ALASKA,AK,2,94,81,US SENATE,statewide,gen,False,TED GIANOUTSOS,NONAFFILIATED,False,total,458,255503,False,20210114,OTHER,3,0.0017925425533163,0.0,706443.0,485750.0,24632.0,99625.0,39265.0,7762.0,49409.0,666444.0,39999.0,696786.0,52879.0,129677.0,73517.0,193483.0,192876.0,54354.0,182556.0,375090.0,139140.0,362515.0,334324.0,5725.0,1786.0,960.0,2348.0,177.0,61421.0,43415.0,1159.0,2229.0,1838.0,1565.0,4091.0,False
2010,ALASKA,AK,2,94,81,US SENATE,statewide,gen,False,,,True,total,61,255503,False,20210114,OTHER,3,0.0002387447505508,,706443.0,485750.0,24632.0,99625.0,39265.0,7762.0,49409.0,666444.0,39999.0,696786.0,52879.0,129677.0,73517.0,193483.0,192876.0,54354.0,182556.0,375090.0,139140.0,362515.0,334324.0,5725.0,1786.0,960.0,2348.0,177.0,61421.0,43415.0,1159.0,2229.0,1838.0,1565.0,4091.0,False
2010,ALASKA,AK,2,94,81,US SENATE,statewide,gen,False,,,True,total,21,255503,False,20210114,OTHER,3,8.219081576341569e-05,,706443.0,485750.0,24632.0,99625.0,39265.0,7762.0,49409.0,666444.0,39999.0,696786.0,52879.0,129677.0,73517.0,193483.0,192876.0,54354.0,182556.0,375090.0,139140.0,362515.0,334324.0,5725.0,1786.0,960.0,2348.0,177.0,61421.0,43415.0,1159.0,2229.0,1838.0,1565.0,4091.0,False
2010,ALASKA,AK,2,94,81,US SENATE,statewide,gen,False,LISA MURKOWSKI,,True,total,101091,255503,False,20210114,OTHER,3,0.3956548455399741,270.0,706443.0,485750.0,24632.0,99625.0,39265.0,7762.0,49409.0,666444.0,39999.0,696786.0,52879.0,129677.0,73517.0,193483.0,192876.0,54354.0,182556.0,375090.0,139140.0,362515.0,334324.0,5725.0,1786.0,960.0,2348.0,177.0,61421.0,43415.0,1159.0,2229.0,1838.0,1565.0,4091.0,True
2010,ALASKA,AK,2,94,81,US SENATE,statewide,gen,False,OTHER,,False,total,602,255503,False,20210114,OTHER,3,0.0023561367185512,0.0,706443.0,485750.0,24632.0,99625.0,39265.0,7762.0,49409.0,666444.0,39999.0,696786.0,52879.0,129677.0,73517.0,193483.0,192876.0,54354.0,182556.0,375090.0,139140.0,362515.0,334324.0,5725.0,1786.0,960.0,2348.0,177.0,61421.0,43415.0,1159.0,2229.0,1838.0,1565.0,4091.0,False
