year,state,state_po,state_fips,state_cen,state_ic,candidate,party_detailed,writein,candidatevotes,totalvotes,version,notes,party_simplified,State,electoral_votes,partija_numeric,gimimo_metai,amžius,laimetojas,Populiacija_viso,Baltaodžiai,Juodaodžiai,Indėnai_Arba_Aliaskos_vietiniai,Azijiečiai,Havajiečiai,Dvi_arba_daugiau_rasiu,Ne_ispanakalbiai,Ispanakalbiai,Populiacija_viso_2,Populiacija_0_4,Populiacija_5_17,Populiacija_18_24,Populiacija_25_44,Populiacija_45_64,Populiacija_65_plus,Populiacija_under_18,Populiacija_18_54,Populiacija_55_plus,Vyru_populiacija,Moteru_populiacija,Gimimai,Mirtys,Išorinė_migracija,Vidinė_migracija,Pokytis,Bendras darbingumas,Darbas su darbo sutartimi,Kasyba,Statyba,Gamyba,Valstijos lygio valdžia,Vietinė valdžia
1976,ALABAMA,AL,1,63,41,"CARTER, JIMMY",DEMOCRAT,False,659170,1182850,20210113,,DEMOCRAT,ALABAMA,9,0,,,True,582434.0,445422.0,24738.0,89783.0,22491.0,0.0,0.0,563889.0,18545.0,,295185.0,827088.0,442244.0,1284371.0,1022405.0,580880.0,1122273.0,2331379.0,998521.0,2149338.0,2302835.0,,,,,,2470165.0,2074247.0,1680.0,138230.0,299244.0,88652.0,169816.0
1976,ALABAMA,AL,1,63,41,"FORD, GERALD",REPUBLICAN,False,504070,1182850,20210113,,REPUBLICAN,ALABAMA,9,1,,,False,582434.0,445422.0,24738.0,89783.0,22491.0,0.0,0.0,563889.0,18545.0,,295185.0,827088.0,442244.0,1284371.0,1022405.0,580880.0,1122273.0,2331379.0,998521.0,2149338.0,2302835.0,,,,,,2470165.0,2074247.0,1680.0,138230.0,299244.0,88652.0,169816.0
1976,ALABAMA,AL,1,63,41,"MADDOX, LESTER",AMERICAN INDEPENDENT PARTY,False,9198,1182850,20210113,,OTHER,ALABAMA,9,2,1915.0,61.0,False,582434.0,445422.0,24738.0,89783.0,22491.0,0.0,0.0,563889.0,18545.0,,295185.0,827088.0,442244.0,1284371.0,1022405.0,580880.0,1122273.0,2331379.0,998521.0,2149338.0,2302835.0,,,,,,2470165.0,2074247.0,1680.0,138230.0,299244.0,88652.0,169816.0
1976,ALABAMA,AL,1,63,41,"BUBAR, BENJAMIN """"BEN""""",PROHIBITION,False,6669,1182850,20210113,,OTHER,ALABAMA,9,2,1917.0,59.0,False,582434.0,445422.0,24738.0,89783.0,22491.0,0.0,0.0,563889.0,18545.0,,295185.0,827088.0,442244.0,1284371.0,1022405.0,580880.0,1122273.0,2331379.0,998521.0,2149338.0,2302835.0,,,,,,2470165.0,2074247.0,1680.0,138230.0,299244.0,88652.0,169816.0
1976,ALABAMA,AL,1,63,41,"HALL, GUS",COMMUNIST PARTY USE,False,1954,1182850,20210113,,OTHER,ALABAMA,9,2,1910.0,66.0,False,582434.0,445422.0,24738.0,89783.0,22491.0,0.0,0.0,563889.0,18545.0,,295185.0,827088.0,442244.0,1284371.0,1022405.0,580880.0,1122273.0,2331379.0,998521.0,2149338.0,2302835.0,,,,,,2470165.0,2074247.0,1680.0,138230.0,299244.0,88652.0,169816.0
1976,ALABAMA,AL,1,63,41,"MACBRIDE, ROGER",LIBERTARIAN,False,1481,1182850,20210113,,LIBERTARIAN,ALABAMA,9,3,1929.0,47.0,False,582434.0,445422.0,24738.0,89783.0,22491.0,0.0,0.0,563889.0,18545.0,,295185.0,827088.0,442244.0,1284371.0,1022405.0,580880.0,1122273.0,2331379.0,998521.0,2149338.0,2302835.0,,,,,,2470165.0,2074247.0,1680.0,138230.0,299244.0,88652.0,169816.0
1976,ALABAMA,AL,1,63,41,,,True,308,1182850,20210113,,OTHER,ALABAMA,9,2,,,False,582434.0,445422.0,24738.0,89783.0,22491.0,0.0,0.0,563889.0,18545.0,,295185.0,827088.0,442244.0,1284371.0,1022405.0,580880.0,1122273.0,2331379.0,998521.0,2149338.0,2302835.0,,,,,,2470165.0,2074247.0,1680.0,138230.0,299244.0,88652.0,169816.0
1980,ALABAMA,AL,1,63,41,"REAGAN, RONALD",REPUBLICAN,False,654192,1341929,20210113,,REPUBLICAN,ALABAMA,9,1,,,True,582434.0,445422.0,24738.0,89783.0,22491.0,0.0,0.0,563889.0,18545.0,,295185.0,827088.0,442244.0,1284371.0,1022405.0,580880.0,1122273.0,2331379.0,998521.0,2149338.0,2302835.0,,,,,,2459540.0,2056708.0,1203.0,133740.0,280483.0,91449.0,169911.0
1980,ALABAMA,AL,1,63,41,"CARTER, JIMMY",DEMOCRAT,False,636730,1341929,20210113,,DEMOCRAT,ALABAMA,9,0,,,False,582434.0,445422.0,24738.0,89783.0,22491.0,0.0,0.0,563889.0,18545.0,,295185.0,827088.0,442244.0,1284371.0,1022405.0,580880.0,1122273.0,2331379.0,998521.0,2149338.0,2302835.0,,,,,,2459540.0,2056708.0,1203.0,133740.0,280483.0,91449.0,169911.0
1980,ALABAMA,AL,1,63,41,"ANDERSON, JOHN B.",INDEPENDENT,False,16481,1341929,20210113,,OTHER,ALABAMA,9,2,1922.0,58.0,False,582434.0,445422.0,24738.0,89783.0,22491.0,0.0,0.0,563889.0,18545.0,,295185.0,827088.0,442244.0,1284371.0,1022405.0,580880.0,1122273.0,2331379.0,998521.0,2149338.0,2302835.0,,,,,,2459540.0,2056708.0,1203.0,133740.0,280483.0,91449.0,169911.0
1980,ALABAMA,AL,1,63,41,"RARICK, JOHN",CONSERVATIVE,False,15010,1341929,20210113,,OTHER,ALABAMA,9,2,1924.0,56.0,False,582434.0,445422.0,24738.0,89783.0,22491.0,0.0,0.0,563889.0,18545.0,,295185.0,827088.0,442244.0,1284371.0,1022405.0,580880.0,1122273.0,2331379.0,998521.0,2149338.0,2302835.0,,,,,,2459540.0,2056708.0,1203.0,133740.0,280483.0,91449.0,169911.0
1980,ALABAMA,AL,1,63,41,"CLARK, EDWARD """"ED""""",LIBERTARIAN,False,13318,1341929,20210113,,LIBERTARIAN,ALABAMA,9,3,1930.0,50.0,False,582434.0,445422.0,24738.0,89783.0,22491.0,0.0,0.0,563889.0,18545.0,,295185.0,827088.0,442244.0,1284371.0,1022405.0,580880.0,1122273.0,2331379.0,998521.0,2149338.0,2302835.0,,,,,,2459540.0,2056708.0,1203.0,133740.0,280483.0,91449.0,169911.0
1980,ALABAMA,AL,1,63,41,"BUBAR, BENJAMIN """"BEN""""",STATESMAN,False,1743,1341929,20210113,,OTHER,ALABAMA,9,2,1917.0,63.0,False,582434.0,445422.0,24738.0,89783.0,22491.0,0.0,0.0,563889.0,18545.0,,295185.0,827088.0,442244.0,1284371.0,1022405.0,580880.0,1122273.0,2331379.0,998521.0,2149338.0,2302835.0,,,,,,2459540.0,2056708.0,1203.0,133740.0,280483.0,91449.0,169911.0
1980,ALABAMA,AL,1,63,41,"HALL, GUS",COMMUNIST PARTY USE,False,1629,1341929,20210113,,OTHER,ALABAMA,9,2,1910.0,70.0,False,582434.0,445422.0,24738.0,89783.0,22491.0,0.0,0.0,563889.0,18545.0,,295185.0,827088.0,442244.0,1284371.0,1022405.0,580880.0,1122273.0,2331379.0,998521.0,2149338.0,2302835.0,,,,,,2459540.0,2056708.0,1203.0,133740.0,280483.0,91449.0,169911.0
1980,ALABAMA,AL,1,63,41,"DEBERRY, CLIFTON",SOCIALIST WORKERS,False,1303,1341929,20210113,,OTHER,ALABAMA,9,2,,,False,582434.0,445422.0,24738.0,89783.0,22491.0,0.0,0.0,563889.0,18545.0,,295185.0,827088.0,442244.0,1284371.0,1022405.0,580880.0,1122273.0,2331379.0,998521.0,2149338.0,2302835.0,,,,,,2459540.0,2056708.0,1203.0,133740.0,280483.0,91449.0,169911.0
1980,ALABAMA,AL,1,63,41,"MCREYNOLDS, DAVID",SOCIALIST,False,1006,1341929,20210113,,OTHER,ALABAMA,9,2,1929.0,51.0,False,582434.0,445422.0,24738.0,89783.0,22491.0,0.0,0.0,563889.0,18545.0,,295185.0,827088.0,442244.0,1284371.0,1022405.0,580880.0,1122273.0,2331379.0,998521.0,2149338.0,2302835.0,,,,,,2459540.0,2056708.0,1203.0,133740.0,280483.0,91449.0,169911.0
1980,ALABAMA,AL,1,63,41,"COMMONER, BARRY",CITIZENS,False,517,1341929,20210113,,OTHER,ALABAMA,9,2,1917.0,63.0,False,582434.0,445422.0,24738.0,89783.0,22491.0,0.0,0.0,563889.0,18545.0,,295185.0,827088.0,442244.0,1284371.0,1022405.0,580880.0,1122273.0,2331379.0,998521.0,2149338.0,2302835.0,,,,,,2459540.0,2056708.0,1203.0,133740.0,280483.0,91449.0,169911.0
1984,ALABAMA,AL,1,63,41,"REAGAN, RONALD",REPUBLICAN,False,872849,1441713,20210113,,REPUBLICAN,ALABAMA,9,1,,,True,582434.0,445422.0,24738.0,89783.0,22491.0,0.0,0.0,563889.0,18545.0,,295185.0,827088.0,442244.0,1284371.0,1022405.0,580880.0,1122273.0,2331379.0,998521.0,2149338.0,2302835.0,,,,,,2466422.0,2049795.0,1436.0,136393.0,266295.0,93869.0,171577.0
1984,ALABAMA,AL,1,63,41,"MONDALE, WALTER",DEMOCRAT,False,551899,1441713,20210113,,DEMOCRAT,ALABAMA,9,0,1928.0,56.0,False,582434.0,445422.0,24738.0,89783.0,22491.0,0.0,0.0,563889.0,18545.0,,295185.0,827088.0,442244.0,1284371.0,1022405.0,580880.0,1122273.0,2331379.0,998521.0,2149338.0,2302835.0,,,,,,2466422.0,2049795.0,1436.0,136393.0,266295.0,93869.0,171577.0
1984,ALABAMA,AL,1,63,41,"BERGLAND, DAVID",LIBERTARIAN,False,9504,1441713,20210113,,LIBERTARIAN,ALABAMA,9,3,1935.0,49.0,False,582434.0,445422.0,24738.0,89783.0,22491.0,0.0,0.0,563889.0,18545.0,,295185.0,827088.0,442244.0,1284371.0,1022405.0,580880.0,1122273.0,2331379.0,998521.0,2149338.0,2302835.0,,,,,,2466422.0,2049795.0,1436.0,136393.0,266295.0,93869.0,171577.0
1984,ALABAMA,AL,1,63,41,"HALL, GUS",COMMUNIST PARTY USE,False,4671,1441713,20210113,,OTHER,ALABAMA,9,2,1910.0,74.0,False,582434.0,445422.0,24738.0,89783.0,22491.0,0.0,0.0,563889.0,18545.0,,295185.0,827088.0,442244.0,1284371.0,1022405.0,580880.0,1122273.0,2331379.0,998521.0,2149338.0,2302835.0,,,,,,2466422.0,2049795.0,1436.0,136393.0,266295.0,93869.0,171577.0
1984,ALABAMA,AL,1,63,41,"RICHARDS, BOB",POPULIST,False,1401,1441713,20210113,,OTHER,ALABAMA,9,2,,,False,582434.0,445422.0,24738.0,89783.0,22491.0,0.0,0.0,563889.0,18545.0,,295185.0,827088.0,442244.0,1284371.0,1022405.0,580880.0,1122273.0,2331379.0,998521.0,2149338.0,2302835.0,,,,,,2466422.0,2049795.0,1436.0,136393.0,266295.0,93869.0,171577.0
1984,ALABAMA,AL,1,63,41,"MASON, MELVIN",SOCIALIST WORKERS,False,730,1441713,20210113,,OTHER,ALABAMA,9,2,,,False,582434.0,445422.0,24738.0,89783.0,22491.0,0.0,0.0,563889.0,18545.0,,295185.0,827088.0,442244.0,1284371.0,1022405.0,580880.0,1122273.0,2331379.0,998521.0,2149338.0,2302835.0,,,,,,2466422.0,2049795.0,1436.0,136393.0,266295.0,93869.0,171577.0
1984,ALABAMA,AL,1,63,41,"SERRETTE, DENNIS",ALLIANCE,False,659,1441713,20210113,,OTHER,ALABAMA,9,2,,,False,582434.0,445422.0,24738.0,89783.0,22491.0,0.0,0.0,563889.0,18545.0,,295185.0,827088.0,442244.0,1284371.0,1022405.0,580880.0,1122273.0,2331379.0,998521.0,2149338.0,2302835.0,,,,,,2466422.0,2049795.0,1436.0,136393.0,266295.0,93869.0,171577.0
1988,ALABAMA,AL,1,63,41,"BUSH, GEORGE H.W.",REPUBLICAN,False,815576,1378476,20210113,,REPUBLICAN,ALABAMA,9,1,1924.0,64.0,True,582434.0,445422.0,24738.0,89783.0,22491.0,0.0,0.0,563889.0,18545.0,,295185.0,827088.0,442244.0,1284371.0,1022405.0,580880.0,1122273.0,2331379.0,998521.0,2149338.0,2302835.0,,,,,,2518524.0,2083009.0,1068.0,141690.0,238953.0,110521.0,207821.0
1988,ALABAMA,AL,1,63,41,"DUKAKIS, MICHAEL",DEMOCRAT,False,549506,1378476,20210113,,DEMOCRAT,ALABAMA,9,0,1933.0,55.0,False,582434.0,445422.0,24738.0,89783.0,22491.0,0.0,0.0,563889.0,18545.0,,295185.0,827088.0,442244.0,1284371.0,1022405.0,580880.0,1122273.0,2331379.0,998521.0,2149338.0,2302835.0,,,,,,2518524.0,2083009.0,1068.0,141690.0,238953.0,110521.0,207821.0
1988,ALABAMA,AL,1,63,41,"PAUL, RONALD """"RON""""",LIBERTARIAN,False,8460,1378476,20210113,,LIBERTARIAN,ALABAMA,9,3,1935.0,53.0,False,582434.0,445422.0,24738.0,89783.0,22491.0,0.0,0.0,563889.0,18545.0,,295185.0,827088.0,442244.0,1284371.0,1022405.0,580880.0,1122273.0,2331379.0,998521.0,2149338.0,2302835.0,,,,,,2518524.0,2083009.0,1068.0,141690.0,238953.0,110521.0,207821.0
1988,ALABAMA,AL,1,63,41,"WINN, EDWARD",INDEPENDENT,False,4428,1378476,20210113,,OTHER,ALABAMA,9,2,,,False,582434.0,445422.0,24738.0,89783.0,22491.0,0.0,0.0,563889.0,18545.0,,295185.0,827088.0,442244.0,1284371.0,1022405.0,580880.0,1122273.0,2331379.0,998521.0,2149338.0,2302835.0,,,,,,2518524.0,2083009.0,1068.0,141690.0,238953.0,110521.0,207821.0
1988,ALABAMA,AL,1,63,41,,,True,506,1378476,20210113,,OTHER,ALABAMA,9,2,,,False,582434.0,445422.0,24738.0,89783.0,22491.0,0.0,0.0,563889.0,18545.0,,295185.0,827088.0,442244.0,1284371.0,1022405.0,580880.0,1122273.0,2331379.0,998521.0,2149338.0,2302835.0,,,,,,2518524.0,2083009.0,1068.0,141690.0,238953.0,110521.0,207821.0
1992,ALABAMA,AL,1,63,41,"BUSH, GEORGE H.W.",REPUBLICAN,False,804283,1688060,20210113,,REPUBLICAN,ALABAMA,9,1,1924.0,68.0,True,601918.0,453815.0,24458.0,96717.0,26928.0,0.0,0.0,580937.0,20981.0,,295185.0,827088.0,442244.0,1284371.0,1022405.0,580880.0,1122273.0,2331379.0,998521.0,2149338.0,2302835.0,124886.0,80626.0,2692.0,37878.0,7158.0,2580896.0,2120110.0,1118.0,149461.0,221125.0,111070.0,210025.0
1992,ALABAMA,AL,1,63,41,"CLINTON, BILL",DEMOCRAT,False,690080,1688060,20210113,,DEMOCRAT,ALABAMA,9,0,,,False,601918.0,453815.0,24458.0,96717.0,26928.0,0.0,0.0,580937.0,20981.0,,295185.0,827088.0,442244.0,1284371.0,1022405.0,580880.0,1122273.0,2331379.0,998521.0,2149338.0,2302835.0,124886.0,80626.0,2692.0,37878.0,7158.0,2580896.0,2120110.0,1118.0,149461.0,221125.0,111070.0,210025.0
1992,ALABAMA,AL,1,63,41,"PEROT, ROSS",INDEPENDENT,False,183109,1688060,20210113,,OTHER,ALABAMA,9,2,1930.0,62.0,False,601918.0,453815.0,24458.0,96717.0,26928.0,0.0,0.0,580937.0,20981.0,,295185.0,827088.0,442244.0,1284371.0,1022405.0,580880.0,1122273.0,2331379.0,998521.0,2149338.0,2302835.0,124886.0,80626.0,2692.0,37878.0,7158.0,2580896.0,2120110.0,1118.0,149461.0,221125.0,111070.0,210025.0
1992,ALABAMA,AL,1,63,41,"MARROU, ANDRE",LIBERTARIAN,False,5737,1688060,20210113,,LIBERTARIAN,ALABAMA,9,3,1938.0,54.0,False,601918.0,453815.0,24458.0,96717.0,26928.0,0.0,0.0,580937.0,20981.0,,295185.0,827088.0,442244.0,1284371.0,1022405.0,580880.0,1122273.0,2331379.0,998521.0,2149338.0,2302835.0,124886.0,80626.0,2692.0,37878.0,7158.0,2580896.0,2120110.0,1118.0,149461.0,221125.0,111070.0,210025.0
1992,ALABAMA,AL,1,63,41,OTHER,INDEPENDENT,False,4128,1688060,20210113,,OTHER,ALABAMA,9,2,,,False,601918.0,453815.0,24458.0,96717.0,26928.0,0.0,0.0,580937.0,20981.0,,295185.0,827088.0,442244.0,1284371.0,1022405.0,580880.0,1122273.0,2331379.0,998521.0,2149338.0,2302835.0,124886.0,80626.0,2692.0,37878.0,7158.0,2580896.0,2120110.0,1118.0,149461.0,221125.0,111070.0,210025.0
1992,ALABAMA,AL,1,63,41,,,True,723,1688060,20210113,,OTHER,ALABAMA,9,2,,,False,601918.0,453815.0,24458.0,96717.0,26928.0,0.0,0.0,580937.0,20981.0,,295185.0,827088.0,442244.0,1284371.0,1022405.0,580880.0,1122273.0,2331379.0,998521.0,2149338.0,2302835.0,124886.0,80626.0,2692.0,37878.0,7158.0,2580896.0,2120110.0,1118.0,149461.0,221125.0,111070.0,210025.0
1996,ALABAMA,AL,1,63,41,"DOLE, ROBERT",REPUBLICAN,False,769044,1534349,20210113,,REPUBLICAN,ALABAMA,9,1,1923.0,73.0,True,601918.0,453815.0,24458.0,96717.0,26928.0,0.0,0.0,580937.0,20981.0,,295185.0,827088.0,442244.0,1284371.0,1022405.0,580880.0,1122273.0,2331379.0,998521.0,2149338.0,2302835.0,119676.0,86460.0,2940.0,18534.0,730.0,2639118.0,2156998.0,1259.0,155727.0,223066.0,112041.0,213264.0
1996,ALABAMA,AL,1,63,41,"CLINTON, BILL",DEMOCRAT,False,662165,1534349,20210113,,DEMOCRAT,ALABAMA,9,0,,,False,601918.0,453815.0,24458.0,96717.0,26928.0,0.0,0.0,580937.0,20981.0,,295185.0,827088.0,442244.0,1284371.0,1022405.0,580880.0,1122273.0,2331379.0,998521.0,2149338.0,2302835.0,119676.0,86460.0,2940.0,18534.0,730.0,2639118.0,2156998.0,1259.0,155727.0,223066.0,112041.0,213264.0
1996,ALABAMA,AL,1,63,41,,INDEPENDENT,False,95030,1534349,20210113,,OTHER,ALABAMA,9,2,,,False,627963.0,446506.0,22843.0,98931.0,26007.0,3490.0,30186.0,602000.0,25963.0,,295185.0,827088.0,442244.0,1284371.0,1022405.0,580880.0,1122273.0,2331379.0,998521.0,2149338.0,2302835.0,119676.0,86460.0,2940.0,18534.0,730.0,2639118.0,2156998.0,1259.0,155727.0,223066.0,112041.0,213264.0
1996,ALABAMA,AL,1,63,41,"BROWNE, HARRY",LIBERTARIAN,False,5290,1534349,20210113,,LIBERTARIAN,ALABAMA,9,3,1933.0,63.0,False,627963.0,446506.0,22843.0,98931.0,26007.0,3490.0,30186.0,602000.0,25963.0,,295185.0,827088.0,442244.0,1284371.0,1022405.0,580880.0,1122273.0,2331379.0,998521.0,2149338.0,2302835.0,119676.0,86460.0,2940.0,18534.0,730.0,2639118.0,2156998.0,1259.0,155727.0,223066.0,112041.0,213264.0
1996,ALABAMA,AL,1,63,41,"HAGELIN, JOHN",NATURAL LAW,False,1697,1534349,20210113,,OTHER,ALABAMA,9,2,1954.0,42.0,False,627963.0,446506.0,22843.0,98931.0,26007.0,3490.0,30186.0,602000.0,25963.0,,295185.0,827088.0,442244.0,1284371.0,1022405.0,580880.0,1122273.0,2331379.0,998521.0,2149338.0,2302835.0,119676.0,86460.0,2940.0,18534.0,730.0,2639118.0,2156998.0,1259.0,155727.0,223066.0,112041.0,213264.0
1996,ALABAMA,AL,1,63,41,,,True,1123,1534349,20210113,,OTHER,ALABAMA,9,2,,,False,627963.0,446506.0,22843.0,98931.0,26007.0,3490.0,30186.0,602000.0,25963.0,,295185.0,827088.0,442244.0,1284371.0,1022405.0,580880.0,1122273.0,2331379.0,998521.0,2149338.0,2302835.0,119676.0,86460.0,2940.0,18534.0,730.0,2639118.0,2156998.0,1259.0,155727.0,223066.0,112041.0,213264.0
2000,ALABAMA,AL,1,63,41,"BUSH, GEORGE W.",REPUBLICAN,False,941173,1666272,20210113,,REPUBLICAN,ALABAMA,9,1,,,True,627963.0,446506.0,22843.0,98931.0,26007.0,3490.0,30186.0,602000.0,25963.0,4452173.0,295185.0,827088.0,442244.0,1284371.0,1022405.0,580880.0,1122273.0,2331379.0,998521.0,2149338.0,2302835.0,30116.0,21128.0,2858.0,-2978.0,66.0,2699052.0,2180121.0,1702.0,163714.0,250875.0,87063.0,181842.0
2000,ALABAMA,AL,1,63,41,"GORE, AL",DEMOCRAT,False,692611,1666272,20210113,,DEMOCRAT,ALABAMA,9,0,,,False,627963.0,446506.0,22843.0,98931.0,26007.0,3490.0,30186.0,602000.0,25963.0,4452173.0,295185.0,827088.0,442244.0,1284371.0,1022405.0,580880.0,1122273.0,2331379.0,998521.0,2149338.0,2302835.0,30116.0,21128.0,2858.0,-2978.0,66.0,2699052.0,2180121.0,1702.0,163714.0,250875.0,87063.0,181842.0
2000,ALABAMA,AL,1,63,41,,INDEPENDENT,False,25896,1666272,20210113,,OTHER,ALABAMA,9,2,,,False,627963.0,446506.0,22843.0,98931.0,26007.0,3490.0,30186.0,602000.0,25963.0,4452173.0,295185.0,827088.0,442244.0,1284371.0,1022405.0,580880.0,1122273.0,2331379.0,998521.0,2149338.0,2302835.0,30116.0,21128.0,2858.0,-2978.0,66.0,2699052.0,2180121.0,1702.0,163714.0,250875.0,87063.0,181842.0
2000,ALABAMA,AL,1,63,41,"BROWNE, HARRY",LIBERTARIAN,False,5893,1666272,20210113,,LIBERTARIAN,ALABAMA,9,3,1933.0,67.0,False,627963.0,446506.0,22843.0,98931.0,26007.0,3490.0,30186.0,602000.0,25963.0,4452173.0,295185.0,827088.0,442244.0,1284371.0,1022405.0,580880.0,1122273.0,2331379.0,998521.0,2149338.0,2302835.0,30116.0,21128.0,2858.0,-2978.0,66.0,2699052.0,2180121.0,1702.0,163714.0,250875.0,87063.0,181842.0
2000,ALABAMA,AL,1,63,41,,,True,699,1666272,20210113,,OTHER,ALABAMA,9,2,,,False,659286.0,460845.0,23841.0,101835.0,31077.0,5073.0,36615.0,626407.0,32879.0,4452173.0,295185.0,827088.0,442244.0,1284371.0,1022405.0,580880.0,1122273.0,2331379.0,998521.0,2149338.0,2302835.0,30116.0,21128.0,2858.0,-2978.0,66.0,2699052.0,2180121.0,1702.0,163714.0,250875.0,87063.0,181842.0
2004,ALABAMA,AL,1,63,41,"BUSH, GEORGE W.",REPUBLICAN,False,1176394,1883415,20210113,,REPUBLICAN,ALABAMA,9,1,,,True,659286.0,460845.0,23841.0,101835.0,31077.0,5073.0,36615.0,626407.0,32879.0,4530729.0,295970.0,817692.0,457934.0,1231571.0,1133736.0,593826.0,1113662.0,2337878.0,1079189.0,2192872.0,2337857.0,119096.0,93828.0,12564.0,10046.0,-4680.0,2675852.0,2158244.0,1699.0,155527.0,295255.0,98998.0,182572.0
2004,ALABAMA,AL,1,63,41,"KERRY, JOHN",DEMOCRAT,False,693933,1883415,20210113,,DEMOCRAT,ALABAMA,9,0,,,False,659286.0,460845.0,23841.0,101835.0,31077.0,5073.0,36615.0,626407.0,32879.0,4530729.0,295970.0,817692.0,457934.0,1231571.0,1133736.0,593826.0,1113662.0,2337878.0,1079189.0,2192872.0,2337857.0,119096.0,93828.0,12564.0,10046.0,-4680.0,2675852.0,2158244.0,1699.0,155527.0,295255.0,98998.0,182572.0
2004,ALABAMA,AL,1,63,41,OTHER,INDEPENDENT,False,12190,1883415,20210113,,OTHER,ALABAMA,9,2,,,False,659286.0,460845.0,23841.0,101835.0,31077.0,5073.0,36615.0,626407.0,32879.0,4530729.0,295970.0,817692.0,457934.0,1231571.0,1133736.0,593826.0,1113662.0,2337878.0,1079189.0,2192872.0,2337857.0,119096.0,93828.0,12564.0,10046.0,-4680.0,2675852.0,2158244.0,1699.0,155527.0,295255.0,98998.0,182572.0
2004,ALABAMA,AL,1,63,41,OTHER,,True,898,1883415,20210113,,OTHER,ALABAMA,9,2,,,False,659286.0,460845.0,23841.0,101835.0,31077.0,5073.0,36615.0,626407.0,32879.0,4530729.0,295970.0,817692.0,457934.0,1231571.0,1133736.0,593826.0,1113662.0,2337878.0,1079189.0,2192872.0,2337857.0,119096.0,93828.0,12564.0,10046.0,-4680.0,2675852.0,2158244.0,1699.0,155527.0,295255.0,98998.0,182572.0
2008,ALABAMA,AL,1,63,41,"MCCAIN, JOHN",REPUBLICAN,False,1266546,2099819,20210113,,REPUBLICAN,ALABAMA,9,1,,,True,659286.0,460845.0,23841.0,101835.0,31077.0,5073.0,36615.0,626407.0,32879.0,4718206.0,304842.0,830085.0,470431.0,1231410.0,1244494.0,636944.0,1134927.0,2389995.0,1193284.0,2287949.0,2430257.0,126688.0,92590.0,10818.0,33854.0,350.0,2567437.0,2046591.0,1881.0,135791.0,239414.0,115592.0,217952.0
2008,ALABAMA,AL,1,63,41,"OBAMA, BARACK H.",DEMOCRAT,False,813479,2099819,20210113,,DEMOCRAT,ALABAMA,9,0,,,False,659286.0,460845.0,23841.0,101835.0,31077.0,5073.0,36615.0,626407.0,32879.0,4718206.0,304842.0,830085.0,470431.0,1231410.0,1244494.0,636944.0,1134927.0,2389995.0,1193284.0,2287949.0,2430257.0,126688.0,92590.0,10818.0,33854.0,350.0,2567437.0,2046591.0,1881.0,135791.0,239414.0,115592.0,217952.0
2008,ALABAMA,AL,1,63,41,,INDEPENDENT,False,16089,2099819,20210113,,OTHER,ALABAMA,9,2,,,False,687455.0,472582.0,23955.0,104406.0,35488.0,6589.0,44435.0,650199.0,37256.0,4718206.0,304842.0,830085.0,470431.0,1231410.0,1244494.0,636944.0,1134927.0,2389995.0,1193284.0,2287949.0,2430257.0,126688.0,92590.0,10818.0,33854.0,350.0,2567437.0,2046591.0,1881.0,135791.0,239414.0,115592.0,217952.0
2008,ALABAMA,AL,1,63,41,,,True,3705,2099819,20210113,,OTHER,ALABAMA,9,2,,,False,687455.0,472582.0,23955.0,104406.0,35488.0,6589.0,44435.0,650199.0,37256.0,4718206.0,304842.0,830085.0,470431.0,1231410.0,1244494.0,636944.0,1134927.0,2389995.0,1193284.0,2287949.0,2430257.0,126688.0,92590.0,10818.0,33854.0,350.0,2567437.0,2046591.0,1881.0,135791.0,239414.0,115592.0,217952.0
2012,ALABAMA,AL,1,63,41,"ROMNEY, MITT",REPUBLICAN,False,1255925,2074338,20210113,,REPUBLICAN,ALABAMA,9,1,1947.0,65.0,True,687455.0,472582.0,23955.0,104406.0,35488.0,6589.0,44435.0,650199.0,37256.0,4815588.0,299235.0,817467.0,485324.0,1225301.0,1290257.0,698004.0,1116702.0,2385609.0,1313277.0,2336196.0,2480436.0,118148.0,96726.0,12564.0,-228.0,222.0,2545547.0,2025963.0,1918.0,127721.0,229029.0,114909.0,215873.0
2012,ALABAMA,AL,1,63,41,"OBAMA, BARACK H.",DEMOCRAT,False,795696,2074338,20210113,,DEMOCRAT,ALABAMA,9,0,,,False,687455.0,472582.0,23955.0,104406.0,35488.0,6589.0,44435.0,650199.0,37256.0,4815588.0,299235.0,817467.0,485324.0,1225301.0,1290257.0,698004.0,1116702.0,2385609.0,1313277.0,2336196.0,2480436.0,118148.0,96726.0,12564.0,-228.0,222.0,2545547.0,2025963.0,1918.0,127721.0,229029.0,114909.0,215873.0
2012,ALABAMA,AL,1,63,41,,INDEPENDENT,False,18706,2074338,20210113,,OTHER,ALABAMA,9,2,,,False,687455.0,472582.0,23955.0,104406.0,35488.0,6589.0,44435.0,650199.0,37256.0,4815588.0,299235.0,817467.0,485324.0,1225301.0,1290257.0,698004.0,1116702.0,2385609.0,1313277.0,2336196.0,2480436.0,118148.0,96726.0,12564.0,-228.0,222.0,2545547.0,2025963.0,1918.0,127721.0,229029.0,114909.0,215873.0
